"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"23da6df9-cb05-4ac6-915e-e94337fcd4c1";;;;;;;;;"";"1";"";"";"2015.2.36";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"21662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### PFH-139 ###  ### D 227 ###  ### Création ###  ### huile sur toile ###  ### date de signature ### ";"3e quart 19e siècle ### ";"";"";"";"";"";"J. de la ROCHENOIRE 1866 ### ";"Signé et daté ### ";"";"";"En bas à droite ### ";" ### ROCHENOIRECharles Julien de la ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Les Vaches sur la falaise de Bléville ### ";"1866 ### ";"Inv. FNAC ###  ### N° dépôt ### ";;;;;;;"
"
"23e827a5-ae2c-4d04-9942-4243f7478666";;;;;;;;"";"";"1";"";"";"A 363";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### huile sur toile ### ";"4e quart 19e siècle ###  ### 1ère moitié 20e siècle ### ";"";"";"";"";"";"J. Ag. STIVAL ###  ### J. Ag. STIVAL ###  ### + Musée des Beaux-Arts de la ville du Havre.+ Paul FOINET Fils Toiles & Couleurs Fines 21, rue Bréa Paris. ###  ### 10 F ### ";"Signature ###  ### Signature ###  ### Tampon ###  ### Inscription ### ";"";"";"En bas à droite ###  ### Au dos sur le châssis ###  ### Au dos ###  ### Au dos sur le châssis ### ";" ### STIVALJean Alphonse ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Fleurs ### ";;;;;;;;;"
"
"23f69120-647c-4ac7-9091-f29e1ee1317e";;;;;;;;"";"";"1";"";"";"144";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"40.562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ### ";"2e quart 19e siècle ###  ### 3e quart 19e siècle ### ";"";"";"";"";"";"Alfred DEHODENCQ ###  ### illisible - OTTOZ - couleurs ###  ### Musée des Beaux-Arts de la ville du Havre ###  ### DEHODENCQ écolier 144 catag 0.41 X 0.57 ### ";"Signature ###  ### Tampon ###  ### Tampon ###  ### Etiquette manuscrite ### ";"";"";"En bas à droite ###  ### Au dos sur la toile ###  ### Au dos ###  ### Au dos sur le châssis ### ";" ### DEHODENCQEdme Alexis Alfred ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Écolier ### ";;;;;;;;;"
"
"2417ad17-5ae2-4f3c-8dee-d706c9c14468";;;;;;;;"";"";"1";"";"";"204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2,5d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur toile ### ";"2e quart 19e siècle ###  ### 2e moitié 19e siècle ### ";"";"";"";"";"";"MASURE ###  ### + Musée des Beaux-Arts de la ville du Havre.+ Deforge Md de couleurs - atelier Bd Clichy, n° 7 boulevard Montmarte, 8. ###  ### MASURE les bords de la Marne 0.51 x 0.35 ### ";"Signature ###  ### Tampon ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ### ";" ### MASUREJules ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Bords de la Seine près du Bas-Meudon ### ";;;;;;;;;"
"
"241b65d2-7476-46d4-a94b-57d43e904b6d";;;;;;;;"";"";"";"";"1";"B 125";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ### ";"2e moitié 19e siècle ### ";"";"";"";"";"";"Petite palette de voyage du peintre Eugène BOUDIN ###  ### B 125 (au marqueur noir à droite)et sur une étiquette ###  ### Pusey entreprise générale d'emballages garde meubles déménagements - rue des Petites Ecuries Paris. ###  ### 125 Petite palette de voyage du peintre E. Boudin ###  ### Musée des beaux arts de la ville du havre ### ";"Cartel ###  ### Numéro d'inventaire ###  ### Etiquette ###  ### Etiquette manuscrite ###  ### Tampon ### ";"";"";"En bas au centre ###  ### Au dos ###  ### Au dos ###  ### Au dos ###  ### Au dos ### ";" ### BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Auteur ### ";"";"";"palette1f70acac-87dd-400e-9ce8-0d399f9044e6 ### ";"";"";"";"";"Palette de voyage du peintre ### ";;;;;;;;;"
"
"242189bf-63d0-4bbc-ba25-4a6771357b7d";;;;;;;;;"";"1";"";"";"83.54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vase ### ";"9a158800-505c-48e6-b9ea-bef96c8a977b";"";"11d09d0b21-dec8-4272-867f-7f9ae5cf4253 ### ";" ### Création ###  ### Vase en céramique ### ";"2e quart 20e siècle ### ";" ### entre ###  ### et ### ";"";"";"";"";"T R LALLEMANT France ###  ### - 20- 40- Musées du Havre 83.54 ### ";"Inscription ###  ### Etiquette ### ";"";"";"Au dessous ###  ### Au dessous ### ";" ### LALLEMANTRobert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Céramiste ### ";"";"céramique ### ";"";"";"";"";"";"Sports : le saut de haies ### ";"1926 ###  ### 1933 ### ";;;;;;;;"
"
"2426ea81-b42e-4998-9c8e-83fe794ef107";;;;;;;;;"";"";"";"";"2004.3.163";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Étude pour « Alexandre et Bucéphale » ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"36.8c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### 24 ###  ### Création ###  ### Graphite sur papier vergé beige avec filigrane aux armes de Le Tellier ###  ### Étude pour « Alexandre et Bucéphale » ### ";"3e quart 19e siècle ### ";" ### entre ###  ### et ### ";"";"";"";"";"Degas (cachet de la vente) ###  ### vive lumière / sur le haut de / l'oreille ### ";"Cachet ###  ### Inscription ### ";"";"";"En bas à gauche ###  ### En haut à gauche ### ";" ### Hilaire Germain Edgar de GAS de son vrai nomDEGASEdgar ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"crayon noir ### ";"papier vergé ### ";"";"";"";"";"Homme assis de trois quarts dos ### ";"1859 ###  ### 1861 ### ";"Senn ### ";;;;;;;"
"
"242895c9-f7b5-4ea8-9d5a-75dda0c24a7b";;;;;;;;;"";"1";"";"";"A 59.52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"0,2fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### huile sur bois ###  ### recto ###  ### verso, fragmentaire ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"SAFORGE ###  ### 1954 ###  ### 59, rue Franklin Le Havre - Paysage rouge ### ";"Signature ###  ### Date ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas à gauche ###  ### Au dos ### ";" ### SAFORGEGeorges ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"isorel ### ";"";"";"";"";"Paysage rouge ###  ### Composition ### ";"1954 ### ";;;;;;;;"
"
"242bacd2-a53f-49f9-b3f1-cccd6c6f9150";;;;;;"";;;"";"1";"";"";"A 365 bis";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"11762edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### registre d'inventaire 1871-1987 ###  ### huile sur toile ###  ### titre du registre d'inventaire ###  ### date de signature ### ";"4e quart 19e siècle ### ";"";"";"";"";"";"Louis TAUZIN 1886 ### ";"Signé et daté ### ";"";"";"En bas à gauche ### ";" ### TAUZINLouis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Une Matinée à Meudon ###  ### Un Dimanche à Meudon ### ";"1886 ### ";"294 ### ";;;;;;;"
"
"242c33b7-c696-4a3b-bc90-b524cfdfbb9e";;;;;;;;"";"";"1";"";"";"A 413";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2,2fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### huile sur toile ### ";"inconnue ### ";"";"";"";"";"";"Inconnu - Femme indiquant du doigt 0.66 x 0.82. ### ";"Etiquette ### ";"";"";"Au dos ### ";" ### INCONNU ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Femme au bras étendu ### ";;;;;;;;;"
"
"24465f1f-e9e4-416d-885c-9bd366d3977c";;;;;;"";"";"";"";"1";"";"";"A 318";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"132,2 cm62edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### registre d'inventaire 1871-1957 ###  ### huile sur toile ###  ### registre d'inventaire 1871-1957 ### ";"2e quart 17e siècle ###  ### 3e quart 17e siècle ### ";" ### attribué à ###  ### anciennement attribué à ###  ### ancien titre ###  ### ancien titre ### ";;;;;;;;"";;"Appelé encore Gaspard POUSSIN / LE GUASPRE (dit)DUGHETGaspard ###  ### POUSSINNicolas ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ###  ### Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Paysage au prophète désobéissant ###  ### Le Prophète désobéissant déchiré par le lion ###  ### Paysage ### ";;"327 ### ";;;;;;;"
"
"2483d3a6-aaf7-4ed3-aba5-c6261103a018";;;;;;;;;"";"";"";"";"2016.5.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"51,58f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### gouache sur papier ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"J. Francis Auburtin Varengeville.Varengeville 1922 J Francis Auburtin.(18). ### ";"Inscription ### ";"";"";"";" ### AUBURTINJean-Francis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";" ### ";"papier ### ";"";"";"";"";"Varengeville, la cabane des douaniers ### ";"1922 ### ";;;;;;;;"
"
"24b5a05a-eeec-406d-9c3e-1b097007078d";;;;;;"";;;"";"1";"";"";"A 121 bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"14,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### date de signature ### ";"4e quart 19e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"";" ### FAUVELGeorges Henri ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"";"carton ### ";"";"";"";"";"Intérieur ### ";"1881 ### ";;;;;;;;"
"
"24bbd105-0c3c-4b21-872e-1bb49cb51b04";;;;;;;;"";"";"1";"";"";"E 58.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"38,562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Eau Forte ### ";"inconnue ### ";"";"";"";"";"";"[illisible] FRIEDLANDER ###  ### LVII/LX ### ";"Signature ###  ### Numéroté ### ";"";"";"En bas à droite ###  ### En bas à droite ### ";" ### FRIEDLANDER ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"eau forte ### ";"papier ### ";"";"";"";"";"Le Coq ### ";;;;;;;;;"
"
"24dd9db8-2fec-4996-a32e-405f3538ffb6";;;;;;;;;"";"1";"";"";"88.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"3062edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Dessin sur papier ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"ATELIER Marinot ###  ### Le hapet passe devant le manège de cochons. ###  ### Paris 1905Le Hapet passe devant le manège de cochons.LE HAPET36 ### ";"Signature ###  ### Inscription ###  ### Inscription ### ";"";"";"En bas à droite ###  ### En bas ###  ### Au dos ### ";" ### MARINOTMaurice ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre ### ";"papier ### ";"";"";"";"";"Le Hapet passe devant le manège de cochons ### ";"1905 ### ";;;;;;;;"
"
"24ed371c-e938-4397-953e-60ca07da08c6";;;;;;;;"";"";"1";"";"";"81.27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"2562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### encre de Chine sur papier ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"Othon Friesz ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### EmileFRIESZOthon ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"encre de Chine ### ";"";"";"";"";"";"Maternité ### ";;;;;;;;;"
"
"24f9a42c-eab1-4faf-883b-6eae1bbd8069";;;;;;;;"";"";"1";"";"";"E 204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"0,5fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ### ";"inconnue ### ";"";"";"";"";"";"Lefort d'après Morot033x024 ###  ### henri Lefort e-f d'après A. Morotoffert au Musée du Havre ### ";"Etiquette manuscrite ###  ### Inscription ### ";"";"";"Au dos ###  ### En bas à droite ### ";" ### LEFORTLewis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"imprimé ### ";"papier ### ";"";"";"";"";"Cavalier ### ";;;;;;;;;"
"
"24fa4d70-213f-4814-9719-4885e14a0941";;;;;"";;"";;"";"10";"";"";"FNAC 07-132 (27)";"";"";"";"";"";"";"";"D 2010.14.27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"2162edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Tirage numérique pigmentaire sur papier vélin d'Arches ### ";"1er quart 21e siècle ### ";"";;;;;;;;"";;"WILSON-PAJICNancy ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"photographie numérique ### ";"vélin ### ";"";"";"";"";"Sans titre (texte) ### ";"2007 ### ";;;;;;;;"
"
"251ef95f-4d73-4ecf-80f8-ed0552a7c4b0";;;;;;;;"";"";"1";"";"";"73.42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"5262edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Signé en bas à droite ###  ### Création ###  ### Lithographie ### ";"2e quart 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"En bas à droite ### ";" ### GILIOLIEmile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"Sans titre ### ";;;;;;;;;"
"
"25371b86-6afb-4e78-881a-6093bc25c53f";;;;"";;;"";"";"";"1";"";"";"R 2015.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"24,462edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";"inconnue ### ";"";;;;;;;;;;"INCONNU ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"dessin ### ";"";"";"";"";"";;;;;;;;;;"
"
"253c9465-92ab-45bf-b44d-e42695a7a440";;;;;;;"";;"";"1";"";"";"2004.3.203.8";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"12.162edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### 50 ###  ### Neuf dessins scène de rue ###  ### Création ###  ### Encre noire et pierre noire sur papier ### ";"1er quart 20e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"MARQUETAlbert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre de Chine ### ";"";"";"";"";"";"Fiacre ### ";"1900 ###  ### 1904 ### ";"Senn ###  ### D 80 ### ";;;;;;;"
"
"254208b6-8594-42cf-bddc-e7114b58947f";;;;;;"";;"";"";"1";"";"";"75.48.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;" ### Etude pour un projet de décoration : \"La Mort des amants\" ### ";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"2d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### huile sur carton ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"Mon MERLIN - DENIS R. DUBOIS Succr (fondée en 1861)Fabrique de couleurs fines toiles à peindre 20, rue -illisible- 20 Paris ###  ### 8 F ### ";"Tampon ###  ### Inscription ### ";"";"";"Au dos ###  ### Au dos ### ";" ### POUGHEONEugène Robert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"La Mort des amants ### ";;;;;;;;;"
"
"25503e0f-0933-49bd-bd40-2a21de4d5b6d";;;"";;;;;"";"";"1";"";"";"";"";"";"";"";"";"";"";"MNC 23877";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vase ### ";;"";"189260ecdc-1902-4fa5-bcaa-41117e94e111 ### ";" ### Création ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"23877 MNC - 3-21 ###  ### 601 ### ";"Inscription ###  ### Monogramme ###  ### Etiquette manuscrite ### ";"";"";"";" ### DECOEUREmile ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Céramiste ### ";"";"";"porcelaine ### ";"";"";"";"";"Vase balustre bleu ### ";;;;;;;;;"
"
"255a661a-bfca-4892-a379-7af4520df379";;;;;;;;;"";"1";"";"";"2015.0.67";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"55fc342777-6134-4a98-a407-08f206835f4b ### ";" ### R 133 ###  ### Création ###  ### Schiste noir ###  ### date de signature ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"VAUTIER Renée Sculpture Ardoise ###  ### Renée Vautier 1955 ### ";"Etiquette ###  ### Signé et daté ### ";"";"";"Sur le socle ###  ### Sur le socle ### ";" ### VAUTIERRenée ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"";"ardoise ### ";"";"";"";"";"Abysse ### ";"1955 ### ";"Ancien numéro ### ";;;;;;;"
"
"2562fbcf-fe64-4fee-8c88-0fc95c5e4e66";;;;;;;;;"";"1";"";"";"82.23";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ###  ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"49,9ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Registre 1972-1999 ###  ### Création ###  ### Feutre sur papier ### ";"3e quart 20e siècle ### ";" ### entre ###  ### et ### ";"";"";"";"";"Bleu Cobaltbleurouge passéjaunerougeESSOEtudePar Reynold Arnouldcertifiée par Marthe Arnouldaprès le 23 Mai 1980 -préparation de l'Exposition de l'Industrieoct 1959 Musée des Artsdécoratifs - Parisle 30 octobre 1980 ###  ### Reynold Arnould ### ";"Inscription ###  ### Signature ### ";"";"";"En bas ###  ### A droite ### ";" ### ARNOULDReynold ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"feutre ### ";"papier ### ";"";"";"";"";"Esso ### ";"1958 ###  ### 1959 ### ";"";;;;;;;"
"
"2571be0e-8af6-4167-be5a-025e39acbbca";;;;;;;;;"";"1";"";"";"81.56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### septembre ### ";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"3d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### Mine de plomb sur papier ###  ### date de signature ### ";"2e quart 20e siècle ### ";"";"";"";"";"";"N° C 286 ###  ### \"Sur le Normandie, paquebot détruit par un incendie. Grand tableau qui décorait le bureau du commissaire à bord. (Etude pour le tableau à l'huile). ### ";"Inscription ###  ### Annotation ### ";"";"";"En bas à gauche ###  ### Au dos ### ";" ### DUVALJean-Charles ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"mine de plomb ### ";"papier ### ";"";"";"";"";"La Foux, Var ### ";"1932 ### ";;;;;;;;"
"
"2579c849-4d41-4f34-ae6a-63b8787fd49e";;;;;;;;"";"";"1";"";"";"83.78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"54,662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie sur papier arches ### ";"20e siècle ### ";"";"";"";"";"";"100/300 ### ";"Numéroté ###  ### Signature ### ";"";"";"En bas à gauche ###  ### En bas à droite ### ";" ### Salvador Domingo Felipe Jacinto DALI I DOMENECH de son vrai nom, marquis de DALI de PUBOL DALISalvador ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier arches ### ";"";"";"";"";"L'Ange surréaliste ### ";;;;;;;;;"
"
"257e109f-99a7-4dab-b554-d7e63d53bc74";;;;;;;;"";"";"1";"";"";"83.64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"3d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### Lithographie sur papier arches. ### ";"20e siècle ### ";"";"";"";"";"";"40/300 ### ";"Numéroté ### ";"";"";"En bas ### ";" ### Salvador Domingo Felipe Jacinto DALI I DOMENECH de son vrai nom, marquis de DALI de PUBOL DALISalvador ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier arches ### ";"";"";"";"";"Le Combattant ### ";;;;;;;;;"
"
