"";"dc:creator";"dc:source";"dc:created";"dc:description";"dc:rights";"dc:subjects";"dc:format";"dc:valid";"dc:issued";"dc:modified";"dc:coverage";"dc:expired";"dc:language";"dc:title";"item ### #text";
"f4f4a478-e3a5-49d0-9827-bf94522ac405";"system";"";"2000-11-01T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:42:28Z";"";"";"";"B 89 bis";"system";"
"
"f4f68fe7-9a25-4062-9c7f-14d2713dc73c";"Delcourt";"";"2016-08-11T12:46:34Z";"";"";"";"";"";"";"2021-04-16T10:04:30Z";"";"";"";"2015.6.68";"Delcourt";"
"
"f4fa54bc-e97c-4fb9-8640-663309b976f5";"system";"";"2014-12-18T23:00:00Z";"";"";"";"";"";"";"2022-08-18T12:51:14Z";"";"";"";"D 2010.14.8";"system";"
"
"f513db49-d7b5-4aab-8f6e-a88ba88dcc52";"system";"";"2006-11-29T23:00:00Z";"";"";"";"";"";"";"2022-10-19T07:06:42Z";"";"";"";"991.01.1";"system";"
"
"f5249b5c-db15-4b15-84f3-7ef5e83fc0c0";"system";"";"2008-03-31T22:00:00Z";"";"";"";"";"";"";"2022-10-28T09:05:54Z";"";"";"";"E 92";"system";"
"
"f524df32-31a9-4616-9090-5e451340c215";"Delcourt";"";"2015-11-10T12:13:15Z";"";"";"";"";"";"";"2021-04-16T08:06:12Z";"";"";"";"2015.5.3";"Delcourt";"
"
"f5432d17-0b5e-4867-b786-738ea23da5dd";"system";"";"2008-03-30T22:00:00Z";"";"";"";"";"";"";"2022-10-28T06:15:11Z";"";"";"";"E 33 ter";"system";"
"
"f554997c-1920-4a1d-9eaa-b59b319ed822";"system";"";"2006-11-26T23:00:00Z";"";"";"";"";"";"";"2022-07-06T06:59:55Z";"";"";"";"57";"system";"
"
"f55aa0ad-785e-47c8-b377-99f84f0e76a8";"system";"";"2006-11-23T23:00:00Z";"";"";"";"";"";"";"2022-10-27T07:01:53Z";"";"";"";"AD 102 bis";"system";"
"
"f57056b0-8f41-4437-8e31-568a547eab5d";"system";"";"2009-09-08T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:32:56Z";"";"";"";"2009.1.41";"system";"
"
"f570b64a-1323-443a-9002-0dc78250a499";"system";"";"2009-09-15T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:35:50Z";"";"";"";"2009.1.55";"system";"
"
"f570e05f-6825-45d8-ba3b-097a2556026c";"system";"";"2001-12-13T23:00:00Z";"";"";"";"";"";"";"2022-11-08T10:17:07Z";"";"";"";"A 168";"system";"
"
"f5838718-7236-4c90-a2ae-f9757f0cb8f0";"system";"";"2001-06-27T22:00:00Z";"";"";"";"";"";"";"2022-11-09T13:09:38Z";"";"";"";"A 486";"system";"
"
"f58d8df8-01e3-48ae-b7ab-7d161214fdc8";"system";"";"2001-02-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T15:11:12Z";"";"";"";"164";"system";"
"
"f5a9f9b0-1e6e-42a7-914e-82bbae33d81d";"system";"";"2000-01-30T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:55:06Z";"";"";"";"A 45";"system";"
"
"f5c2752f-045b-4f3b-abcb-3db33c7fc5b6";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:40:28Z";"";"";"";"E 187";"system";"
"
"f5d08c51-dccf-4120-b1ba-78702727854d";"system";"";"2005-01-26T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:11:41Z";"";"";"";"2004.3.32";"system";"
"
"f5d7c634-38eb-4aeb-b72d-52adfaece26d";"system";"";"2001-10-21T22:00:00Z";"";"";"";"";"";"";"2022-11-08T13:38:10Z";"";"";"";"A 198";"system";"
"
"f5ef8748-ece3-4d65-a35f-145464bd07fd";"system";"";"2000-06-08T22:00:00Z";"";"";"";"";"";"";"2022-11-09T10:13:53Z";"";"";"";"A 436";"system";"
"
"f5f23252-0c5d-410a-971e-cbdd4e32f2aa";"system";"";"2000-09-18T22:00:00Z";"";"";"";"";"";"";"2022-11-09T14:29:46Z";"";"";"";"B 10";"system";"
"
"f605ed1e-7cd5-4fed-9984-7a05fe5ad65b";"system";"";"2001-12-09T23:00:00Z";"";"";"";"";"";"";"2022-11-08T09:00:27Z";"";"";"";"A 144";"system";"
"
"f6160280-4b9c-40a3-9954-20d342c6bf3d";"system";"";"2001-01-22T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:06:53Z";"";"";"";"B 155";"system";"
"
"f618b1cd-3543-4fc2-9b71-9fc03195a9cc";"system";"";"2001-09-25T22:00:00Z";"";"";"";"";"";"";"2022-11-09T08:44:13Z";"";"";"";"A 340";"system";"
"
"f61b2c7d-82de-486a-af3d-5d7dbc9b9d1c";"system";"";"2009-11-05T23:00:00Z";"";"";"";"";"";"";"2022-12-06T10:09:49Z";"";"";"";"71.214";"system";"
"
"f61d6949-850e-496e-be18-0a3f911356a5";"system";"";"2006-01-24T23:00:00Z";"";"";"";"";"";"";"2022-10-26T07:53:20Z";"";"";"";"AD 33";"system";"
"
"f62df3e3-4d51-41ff-844c-0696f1102c95";"Delcourt";"";"2016-08-10T13:43:03Z";"";"";"";"";"";"";"2022-11-10T09:59:08Z";"";"";"";"FNAC 2985 (S.N. Dépôt)";"Delcourt";"
"
"f62f4125-8875-45bd-ad3f-45e6136cd7fa";"system";"";"2015-02-08T23:00:00Z";"";"";"";"";"";"";"2022-10-28T13:09:54Z";"";"";"";"E 233";"system";"
"
"f6381bd2-0259-44bc-8136-d43cf0fe7328";"Ducroix";"";"2020-09-15T12:55:08Z";"";"";"";"";"";"";"2022-07-18T15:38:27Z";"";"";"";"2020.1.1";"Ducroix";"
"
"f63b0204-3ab5-4b00-90bf-dd89cea87d3c";"system";"";"2001-08-13T22:00:00Z";"";"";"";"";"";"";"2022-11-02T13:24:56Z";"";"";"";"83.106";"system";"
"
"f6518284-7131-4ab4-9f43-0d66068dd57e";"system";"";"2002-04-29T22:00:00Z";"";"";"";"";"";"";"2022-10-26T11:50:31Z";"";"";"";"AD 44.6";"system";"
"
"f654a1ff-5f66-4447-bc32-a129a5110bae";"system";"";"2002-01-24T23:00:00Z";"";"";"";"";"";"";"2022-12-08T08:07:48Z";"";"";"";"77";"system";"
"
"f667e130-c6a2-48e9-9d9c-f3dc05982080";"system";"";"2006-11-08T23:00:00Z";"";"";"";"";"";"";"2022-10-19T13:51:07Z";"";"";"";"2004.3.108";"system";"
"
"f6791054-b612-45fe-9fa4-9d9a37ac749d";"system";"";"2009-11-08T23:00:00Z";"";"";"";"";"";"";"2021-06-24T08:19:46Z";"";"";"";"MNC 23790";"system";"
"
"f68b86b6-7a05-4745-9b40-9d0ef7607553";"system";"";"2009-08-11T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:27:37Z";"";"";"";"2009.1.11";"system";"
"
"f6ac2bd9-b7b8-46e6-b5ba-6060a929cd90";"Delcourt";"";"2016-08-11T13:20:55Z";"";"";"";"";"";"";"2021-04-16T12:33:10Z";"";"";"";"2015.6.82  ";"Delcourt";"
"
"f6ae5892-b636-4e61-ae05-5290359cdde2";"system";"";"2005-02-06T23:00:00Z";"";"";"";"";"";"";"2022-11-30T15:07:46Z";"";"";"";"2004.3.45";"system";"
"
"f6c50d4b-d898-48d4-b07c-727f3860bfa7";"system";"";"2001-12-04T23:00:00Z";"";"";"";"";"";"";"2021-05-18T08:11:25Z";"";"";"";"A 271";"system";"
"
"f6cbf396-8a11-41db-a340-d70995d31969";"system";"";"2006-01-24T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:29:50Z";"";"";"";"AD 60.79";"system";"
"
"f6e8b2e2-3f11-40da-abbb-028832a94a4d";"system";"";"2015-02-24T23:00:00Z";"";"";"";"";"";"";"2021-05-19T11:37:13Z";"";"";"";"2006.1.3g";"system";"
"
"f6ee4b50-76a6-4fc0-a27b-b333f0757f03";"system";"";"2001-10-18T22:00:00Z";"";"";"";"";"";"";"2022-11-08T13:37:29Z";"";"";"";"A 196";"system";"
"
"f6fc336c-9345-48be-afb1-a3e8a3dbdbec";"system";"";"2002-01-17T23:00:00Z";"";"";"";"";"";"";"2022-11-02T13:46:33Z";"";"";"";"95";"system";"
"
"f71b2b27-4d94-42bf-9eeb-4d271e1cec2a";"system";"";"2002-01-09T23:00:00Z";"";"";"";"";"";"";"2022-11-03T10:10:03Z";"";"";"";"1981.2";"system";"
"
"f7229822-ece3-4c53-812f-6c1a6cf07544";"system";"";"2001-10-18T22:00:00Z";"";"";"";"";"";"";"2022-10-18T09:53:27Z";"";"";"";"82.02";"system";"
"
"f7236f35-aa90-4f77-8f70-d15bda8444a5";"system";"";"2010-11-29T23:00:00Z";"";"";"";"";"";"";"2022-08-18T13:25:56Z";"";"";"";"870";"system";"
"
"f724b27a-35f5-47ba-83ac-391b62d98e19";"system";"";"2001-12-03T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:17:17Z";"";"";"";"A 268";"system";"
"
"f727e9ee-4134-4139-aa84-2ad715ace2bb";"system";"";"2012-12-26T23:00:00Z";"";"";"";"";"";"";"2021-04-15T06:46:16Z";"";"";"";"2015.0.70";"system";"
"
"f733d58b-f5bf-4d66-a498-e0c730a6e692";"system";"";"2007-04-05T22:00:00Z";"";"";"";"";"";"";"2022-10-05T13:32:03Z";"";"";"";"66.13";"system";"
"
"f76f7e36-d990-4168-92e6-2b82ad162c1c";"system";"";"2004-05-04T22:00:00Z";"";"";"";"";"";"";"2022-10-18T10:09:08Z";"";"";"";"83 bis";"system";"
"
"f7813fdd-8e82-43b0-a265-f68b081de45b";"system";"";"2006-11-21T23:00:00Z";"";"";"";"";"";"";"2022-10-26T13:47:43Z";"";"";"";"AD 97";"system";"
"
"f7c45122-1e0b-418f-b383-7f18442397d2";"system";"";"2005-04-24T22:00:00Z";"";"";"";"";"";"";"2021-03-26T13:47:29Z";"";"";"";"2004.3.57";"system";"
"
"f7c53813-8030-4df1-95ae-f0df6f1558f1";"system";"";"2015-01-22T23:00:00Z";"";"";"";"";"";"";"2022-11-08T13:33:34Z";"";"";"";"A 184.24";"system";"
"
"f7dcfacd-4391-49bb-985f-cfe1a96ab869";"system";"";"2001-10-09T22:00:00Z";"";"";"";"";"";"";"2022-11-07T13:54:13Z";"";"";"";"A 56.61";"system";"
"
"f7fb0248-485a-4374-a767-6c4b133c9722";"system";"";"2010-02-01T23:00:00Z";"";"";"";"";"";"";"2022-01-27T08:47:04Z";"";"";"";"2005.2.36";"system";"
"
"f7fcea0f-afc1-485f-9566-6ad7a5c71b18";"system";"";"2008-04-09T22:00:00Z";"";"";"";"";"";"";"2022-08-31T14:09:20Z";"";"";"";"E 53.322";"system";"
"
"f802527b-2175-4419-bb80-7b05e7623961";"Delcourt";"";"2015-11-10T12:45:49Z";"";"";"";"";"";"";"2021-04-16T08:44:37Z";"";"";"";"2015.6.8";"Delcourt";"
"
"f80a13d9-1c5f-4d25-859d-765baa3f530f";"system";"";"2009-11-03T23:00:00Z";"";"";"";"";"";"";"2021-06-24T08:32:05Z";"";"";"";"MNC 24101";"system";"
"
"f80eb0ab-5b85-44ab-a013-04c928de1fa7";"system";"";"2011-01-06T23:00:00Z";"";"";"";"";"";"";"2021-08-10T13:34:20Z";"";"";"";"E 141";"system";"
"
"f8100292-4139-4bce-8517-51348f57be8b";"system";"";"2000-10-02T22:00:00Z";"";"";"";"";"";"";"2022-11-09T14:49:03Z";"";"";"";"B 44";"system";"
"
"f812c423-c779-4544-a8f8-afb8ad385e56";"system";"";"2006-12-10T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:50:00Z";"";"";"";"D 78 bis 16";"system";"
"
"f814d158-829f-47ef-aaf6-0d4d53eb0164";"system";"";"2014-10-12T22:00:00Z";"";"";"";"";"";"";"2022-10-28T13:07:50Z";"";"";"";"E 246";"system";"
"
"f8183b8a-6d1f-45e6-8bc2-194ec1ed9a6c";"system";"";"2000-01-13T23:00:00Z";"";"";"";"";"";"";"2022-11-07T09:51:35Z";"";"";"";"2015.2.21";"system";"
"
"f818a741-e0ca-426c-86bd-b62f0189e0d4";"system";"";"2006-01-11T23:00:00Z";"";"";"";"";"";"";"2022-10-18T07:26:11Z";"";"";"";"78.5";"system";"
"
"f819d3ae-6c31-450a-b4d2-6d65e418850f";"system";"";"2002-01-20T23:00:00Z";"";"";"";"";"";"";"2022-11-09T09:55:22Z";"";"";"";"A 392";"system";"
"
"f82af645-3547-4df7-8222-0716ce46c991";"system";"";"2001-12-16T23:00:00Z";"";"";"";"";"";"";"2022-12-06T07:40:48Z";"";"";"";"62.20";"system";"
"
"f83871d4-cfb9-4248-bb55-839285390ad2";"system";"";"2009-11-25T23:00:00Z";"";"";"";"";"";"";"2022-12-06T13:24:33Z";"";"";"";"73.17";"system";"
"
"f852a0a1-6189-43f3-bd85-cbaaacad69f5";"system";"";"2015-06-23T18:22:36Z";"";"";"";"";"";"";"2019-07-11T14:24:45Z";"";"";"";"EXT/2eme Etude pour le portrait de Madame Camus";"system";"
"
"f864f4d7-2fa6-4fcd-9fd7-f0338cfe7ef6";"system";"";"2001-08-20T22:00:00Z";"";"";"";"";"";"";"2022-11-07T09:48:36Z";"";"";"";"2015.2.10";"system";"
"
"f87d8807-22fc-472a-b569-057c11ea1ba8";"system";"";"2010-12-12T23:00:00Z";"";"";"";"";"";"";"2022-10-27T12:30:18Z";"";"";"";"E 307";"system";"
"
"f8847ef7-6291-4cb4-a5a3-35c114196e0c";"system";"";"2008-02-10T23:00:00Z";"";"";"";"";"";"";"2022-10-28T07:22:32Z";"";"";"";"E 57.83";"system";"
"
"f89b8bd5-fbdb-475b-a22e-5126d6f23f29";"system";"";"2001-09-23T22:00:00Z";"";"";"";"";"";"";"2022-12-05T10:29:38Z";"";"";"";"39";"system";"
"
"f8ad193c-f76a-4700-aaea-52c7653cbd95";"system";"";"2003-09-10T22:00:00Z";"";"";"";"";"";"";"2022-12-06T09:39:51Z";"";"";"";"69.9";"system";"
"
"f8c5faa7-5853-49aa-aa48-7a2d2fe34573";"system";"";"2000-01-13T23:00:00Z";"";"";"";"";"";"";"2022-11-07T10:57:26Z";"";"";"";"A 50";"system";"
"
"f8d80592-a708-40c0-ab22-f1f43ad6300c";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T09:13:26Z";"";"";"";"E 107 bis";"system";"
"
"f8fa747b-d7f3-4d03-97e4-d982f4a4bc2c";"system";"";"2001-10-10T22:00:00Z";"";"";"";"";"";"";"2022-11-09T13:08:28Z";"";"";"";"A 482 bis";"system";"
"
"f8ffa386-0e1e-477a-b698-fb90b8f08544";"system";"";"2005-04-24T22:00:00Z";"";"";"";"";"";"";"2022-11-04T14:20:11Z";"";"";"";"2004.3.56";"system";"
"
"f901adb2-eb87-4b5c-b1b0-d9b3116ab8cb";"system";"";"2015-03-01T23:00:00Z";"";"";"";"";"";"";"2022-10-25T13:43:17Z";"";"";"";"2015.0.41";"system";"
"
"f9247263-f435-4966-95c2-938d3a8abdf3";"system";"";"2008-04-08T22:00:00Z";"";"";"";"";"";"";"2022-10-27T14:22:32Z";"";"";"";"E 198";"system";"
"
"f92e8a7c-f2c0-4d66-8456-787b5b44cc38";"system";"";"2001-12-12T23:00:00Z";"";"";"";"";"";"";"2022-11-08T09:39:42Z";"";"";"";"A 157 ter";"system";"
"
"f92f79b1-4a99-4f3f-b21f-e6fe431b73dc";"system";"";"2006-11-12T23:00:00Z";"";"";"";"";"";"";"2022-10-26T12:56:59Z";"";"";"";"AD 73 bis";"system";"
"
"f9380b48-24bd-4f6e-b1c9-f3a8fa1ec0f2";"system";"";"2001-12-16T23:00:00Z";"";"";"";"";"";"";"2022-11-07T14:03:31Z";"";"";"";"A 57.78";"system";"
"
"f9431a67-592e-4777-b119-a24d32ac30da";"system";"";"2005-08-15T22:00:00Z";"";"";"";"";"";"";"2022-11-10T12:28:55Z";"";"";"";"2004.3.193.1";"system";"
"
"f94be40b-675b-4e35-9deb-151895b6b144";"Ducroix";"";"2022-06-10T09:35:03Z";"";"";"";"";"";"";"2022-12-09T15:25:58Z";"";"";"";"2021.5.17";"Ducroix";"
"
"f9baedf7-a40b-457b-ab78-b396a7131ac5";"system";"";"2001-10-23T22:00:00Z";"";"";"";"";"";"";"2022-12-06T10:04:11Z";"";"";"";"70.86";"system";"
"
"f9d4a698-457e-42f6-9ae7-b892fc2c97f0";"system";"";"2005-01-20T23:00:00Z";"";"";"";"";"";"";"2022-11-03T13:38:09Z";"";"";"";"2004.3.10";"system";"
"
"f9d7f013-9c3e-4829-a982-662d61409b80";"system";"";"2001-12-05T23:00:00Z";"";"";"";"";"";"";"2022-11-08T13:36:23Z";"";"";"";"A 190";"system";"
"
"f9dd8948-abeb-495e-8285-ffb117895923";"system";"";"2006-10-25T22:00:00Z";"";"";"";"";"";"";"2022-10-18T08:40:26Z";"";"";"";"81.7.9";"system";"
"
"f9e82e77-d741-440a-b15c-dc5e2c4aee8b";"system";"";"2007-03-18T23:00:00Z";"";"";"";"";"";"";"2022-10-28T07:21:11Z";"";"";"";"E 57.9.2";"system";"
"
"f9e90240-ceda-4964-9234-bc1cef8a9cd0";"system";"";"2008-04-09T22:00:00Z";"";"";"";"";"";"";"2022-10-27T13:01:11Z";"";"";"";"E 296 bis";"system";"
"
"f9e91755-07bc-4101-b24c-48b64069470d";"system";"";"2001-01-23T23:00:00Z";"";"";"";"";"";"";"2021-05-18T08:05:11Z";"";"";"";"81.31";"system";"
"
"f9f10d8d-3123-4302-bde5-286412a57b22";"system";"";"2001-10-09T22:00:00Z";"";"";"";"";"";"";"2022-11-03T07:32:40Z";"";"";"";"990.05";"system";"
"
"fa1ede09-bc30-454a-855a-4c4c845fe867";"system";"";"2001-12-04T23:00:00Z";"";"";"";"";"";"";"2022-11-09T08:17:33Z";"";"";"";"A 269";"system";"
"
"fa287fa5-fbc5-4af6-80b3-e09413999f81";"system";"";"2015-05-05T22:00:00Z";"";"";"";"";"";"";"2021-04-20T16:13:19Z";"";"";"";"2015.0.64 a";"system";"
"
"fa2ef6c4-5650-4015-8653-c22bfe9c323c";"system";"";"2006-01-09T23:00:00Z";"";"";"";"";"";"";"2022-10-19T06:26:58Z";"";"";"";"86.05.07";"system";"
"
"fa332f90-03d2-4311-99df-6a9f08661d56";"system";"";"2008-04-03T22:00:00Z";"";"";"";"";"";"";"2022-10-28T06:37:40Z";"";"";"";"E 53.314";"system";"
"
"fa50e442-bfe7-4e2c-967c-4e00522a6fe6";"system";"";"2014-12-08T23:00:00Z";"";"";"";"";"";"";"2022-10-28T09:11:39Z";"";"";"";"E 104";"system";"
"
"fa6833d0-15da-48d9-923e-065a16f23a2b";"system";"";"2005-07-12T22:00:00Z";"";"";"";"";"";"";"2022-10-20T13:56:49Z";"";"";"";"2005.1.1";"system";"
"
"fa8bab02-7058-4abc-bbe8-22414587ea04";"system";"";"2001-10-29T23:00:00Z";"";"";"";"";"";"";"2022-11-08T14:26:47Z";"";"";"";"A 233";"system";"
"
"faa32bd7-cf12-424a-9da6-c71a91711ad2";"system";"";"2001-06-27T22:00:00Z";"";"";"";"";"";"";"2022-11-09T13:11:20Z";"";"";"";"A 487";"system";"
"
"fab20aff-7d8b-4930-9944-201818b841c8";"system";"";"2014-12-08T23:00:00Z";"";"";"";"";"";"";"2021-08-10T14:47:41Z";"";"";"";"E 127";"system";"
"
"fab45c90-0bc7-48d8-8938-7f91f88bdde3";"system";"";"2013-03-27T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:18:37Z";"";"";"";"989.03";"system";"
"
"faea1613-0e2f-42f4-8491-88a9e8316e12";"system";"";"2001-10-22T22:00:00Z";"";"";"";"";"";"";"2022-11-10T08:36:58Z";"";"";"";"D 180";"system";"
"
"faeb16eb-bd84-4bd4-a840-cd12b03e3200";"Delcourt";"";"2015-11-10T12:15:26Z";"";"";"";"";"";"";"2021-04-16T08:16:11Z";"";"";"";"2015.5.13";"Delcourt";"
"
"fb07afa0-b69f-4e48-a70d-6b5431472a50";"system";"";"2001-01-08T23:00:00Z";"";"";"";"";"";"";"2022-11-10T08:04:04Z";"";"";"";"B 143";"system";"
"
"fb102ac4-06bf-4931-886d-fdaa79bf0989";"system";"";"2015-04-15T22:00:00Z";"";"";"";"";"";"";"2021-12-07T13:55:16Z";"";"";"";"82.05.5";"system";"
"
"fb242ede-6d48-47da-ab4d-aad15d5c1235";"system";"";"2006-11-20T23:00:00Z";"";"";"";"";"";"";"2022-12-08T13:19:11Z";"";"";"";"81.51";"system";"
"
"fb3c0f22-8cf7-4820-a09a-b71bd28da081";"system";"";"2008-04-07T22:00:00Z";"";"";"";"";"";"";"2022-10-28T13:02:15Z";"";"";"";"E 266";"system";"
"
"fb5adabc-1416-491e-9d64-b52bdb98fac1";"system";"";"2009-11-25T23:00:00Z";"";"";"";"";"";"";"2022-12-06T13:29:54Z";"";"";"";"73.21";"system";"
"
"fb6b82df-4e71-4b72-b0fc-5d2757af6e89";"system";"";"2007-04-09T22:00:00Z";"";"";"";"";"";"";"2021-07-07T14:03:02Z";"";"";"";"E 56.48";"system";"
"
"fb6c5bb2-964b-4404-a1f5-bf81fd64b243";"system";"";"2001-11-27T23:00:00Z";"";"";"";"";"";"";"2022-11-08T14:05:02Z";"";"";"";"A 213";"system";"
"
"fb9ea8c7-ddf0-4829-a3ab-47ea55bc95f3";"system";"";"2006-11-22T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:04:05Z";"";"";"";"D 52.4";"system";"
"
"fbbd1089-7429-41f8-9056-571ff9c2f852";"system";"";"2008-04-01T22:00:00Z";"";"";"";"";"";"";"2022-10-26T08:37:03Z";"";"";"";"AD 37 bis";"system";"
"
"fbce7b4f-6ac1-426e-ae22-3bed53ad951a";"Delcourt";"";"2016-08-11T08:41:55Z";"";"";"";"";"";"";"2022-10-27T13:34:45Z";"";"";"";"D 60.109";"Delcourt";"
"
"fbde06fe-1215-4ca6-ba84-b3bc25c7603a";"system";"";"2014-04-21T22:00:00Z";"";"";"";"";"";"";"2022-11-07T08:24:42Z";"";"";"";"2014.1.13";"system";"
"
"fbe0ad7c-5b49-43d0-a849-8825049e3f04";"system";"";"2005-01-26T23:00:00Z";"";"";"";"";"";"";"2022-11-04T07:24:52Z";"";"";"";"2004.3.29";"system";"
"
"fbe78e81-a3f3-4d07-a060-f917d1d6f535";"system";"";"2011-05-15T22:00:00Z";"";"";"";"";"";"";"2019-07-11T14:12:46Z";"";"";"";"2010.12.7";"system";"
"
"fbf1c331-73bc-45cf-900d-b70508f031f8";"system";"";"2000-09-24T22:00:00Z";"";"";"";"";"";"";"2022-11-09T14:32:32Z";"";"";"";"B 18";"system";"
"
"fc09ef94-5673-4c4e-93a7-949efd0365f0";"system";"";"2014-12-09T23:00:00Z";"";"";"";"";"";"";"2022-11-07T08:20:33Z";"";"";"";"2014.0.33";"system";"
"
"fc0c84cb-fca3-4d39-8ded-8c7057963cf4";"system";"";"2008-05-05T22:00:00Z";"";"";"";"";"";"";"2022-10-28T09:23:15Z";"";"";"";"E 127 bis";"system";"
"
"fc1167c8-263e-491f-a834-43e92905d2f7";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:39:19Z";"";"";"";"E 184";"system";"
"
"fc241f42-c369-4325-be59-2baabfd6a6bf";"system";"";"2000-10-22T22:00:00Z";"";"";"";"";"";"";"2022-11-07T13:01:01Z";"";"";"";"A 55.3";"system";"
"
"fc2c0c1b-411e-4c95-b7fa-6c67612b0569";"system";"";"2013-07-11T22:00:00Z";"";"";"";"";"";"";"2021-03-25T09:21:09Z";"";"";"";"948";"system";"
"
"fc39d6c7-0f7d-44b6-a842-d3415d4e56a1";"system";"";"2014-02-26T23:00:00Z";"";"";"";"";"";"";"2021-04-02T09:07:23Z";"";"";"";"2011.0.10";"system";"
"
"fc455491-fa1c-4384-bb9e-6e475b4e63a5";"system";"";"2014-11-25T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:46:46Z";"";"";"";"83.76";"system";"
"
"fc45c95e-c812-4cef-8d15-2404132460f4";"system";"";"2001-08-23T22:00:00Z";"";"";"";"";"";"";"2022-11-02T12:42:51Z";"";"";"";"80.13";"system";"
"
"fc480dca-68de-47b0-97bf-6e8b300e8a39";"system";"";"2010-02-01T23:00:00Z";"";"";"";"";"";"";"2021-03-31T12:55:25Z";"";"";"";"2005.2.2";"system";"
"
"fc601d50-7a23-43a2-9c47-025564964a22";"system";"";"2014-03-25T23:00:00Z";"";"";"";"";"";"";"2019-07-11T14:12:06Z";"";"";"";"2005.2.43";"system";"
"
"fc6b58e2-9568-480a-b852-6f0038c3c579";"Delcourt";"";"2015-11-10T14:19:48Z";"";"";"";"";"";"";"2021-04-16T09:26:54Z";"";"";"";"2015.6.31";"Delcourt";"
"
"fc6b84ee-b1cb-489f-8929-79cd865a4191";"system";"";"2005-02-10T23:00:00Z";"";"";"";"";"";"";"2022-12-06T09:38:09Z";"";"";"";"69.6";"system";"
"
"fc71e487-7d16-47d0-8895-95c2a144e263";"system";"";"2005-11-08T23:00:00Z";"";"";"";"";"";"";"2022-10-20T12:29:53Z";"";"";"";"2004.3.119";"system";"
"
"fca25188-fdc2-406b-8195-6663c4143e9c";"system";"";"2000-12-03T23:00:00Z";"";"";"";"";"";"";"2022-11-10T07:53:10Z";"";"";"";"B 119";"system";"
"
"fcfb27f5-a47a-4d3e-9599-b5376286a3e7";"system";"";"2008-03-31T22:00:00Z";"";"";"";"";"";"";"2022-10-28T09:04:25Z";"";"";"";"E 90";"system";"
"
"fd0b592a-ae75-4704-9919-9c6beba29a6a";"system";"";"2008-04-02T22:00:00Z";"";"";"";"";"";"";"2022-10-28T12:52:45Z";"";"";"";"E 211 bis";"system";"
"
"fd219095-9f0a-45ca-8214-afc2a5f3b666";"system";"";"2006-10-23T22:00:00Z";"";"";"";"";"";"";"2022-10-28T08:49:58Z";"";"";"";"E 59.23";"system";"
"
"fd2c0af2-252a-4758-8e28-167306897a64";"system";"";"2006-11-14T23:00:00Z";"";"";"";"";"";"";"2022-10-05T12:23:14Z";"";"";"";"64.25";"system";"
"
"fd2c457e-db25-4da1-985c-7c193fa29f60";"system";"";"2000-09-18T22:00:00Z";"";"";"";"";"";"";"2022-11-02T08:23:23Z";"";"";"";"71.429";"system";"
"
"fd3d3403-8c39-4a5b-ae31-73d0c6ff7b06";"system";"";"2000-01-16T23:00:00Z";"";"";"";"";"";"";"2022-11-29T11:26:46Z";"";"";"";"77.14";"system";"
"
"fd75bc7a-1eda-4fc4-965a-64d63a2a8c7b";"system";"";"2006-10-26T22:00:00Z";"";"";"";"";"";"";"2022-10-20T13:25:52Z";"";"";"";"2004.3.161";"system";"
"
"fd9d44e8-7325-47b1-8e95-565056756281";"system";"";"2010-12-02T23:00:00Z";"";"";"";"";"";"";"2022-10-27T13:01:54Z";"";"";"";"E 295";"system";"
"
"fdb2d5dd-3960-403d-8856-2a0d1db20f22";"system";"";"2014-11-26T23:00:00Z";"";"";"";"";"";"";"2022-12-12T09:47:11Z";"";"";"";"83.77";"system";"
"
"fdb7d344-6604-426a-a958-d34056981bc7";"system";"";"2005-06-09T22:00:00Z";"";"";"";"";"";"";"2022-10-19T07:09:49Z";"";"";"";"2004.3.77";"system";"
"
"fdbb2deb-f559-4f6c-9a0b-5f7d17ebe551";"system";"";"2000-01-05T23:00:00Z";"";"";"";"";"";"";"2022-12-08T07:54:59Z";"";"";"";"75.104";"system";"
"
"fdc19703-410e-45f0-accd-0f64040cf458";"system";"";"2000-07-12T22:00:00Z";"";"";"";"";"";"";"2022-11-10T10:01:57Z";"";"";"";"FNAC 26213";"system";"
"
